"ly13a","ly13b","ly16a","ly16b","ly18a","ly18b","ly20","ly7"
"ENSMUSG00000029169.11",2674,3416,3101,3374,3011,1758,2591,3281
"ENSMUSG00000029171.12",270,391,277,429,325,178,292,366
"ENSMUSG00000029173.12",198,267,255,245,277,214,259,340
"ENSMUSG00000029174.18",323,325,542,220,410,171,467,417
"ENSMUSG00000029175.17",152,151,177,206,159,92,148,164
"ENSMUSG00000029176.13",1267,1974,1403,1521,1591,900,1492,1681
"ENSMUSG00000029177.9",1934,1744,2035,2566,3529,1308,1524,2433
"ENSMUSG00000029178.14",503,448,664,441,393,310,520,458
"ENSMUSG00000029179.14",214,243,175,199,203,152,144,283
"ENSMUSG00000029182.10",11,10,8,17,21,21,15,32
"ENSMUSG00000029184.4",0,0,0,0,0,0,0,0
"ENSMUSG00000029185.14",489,737,435,640,524,343,359,703
"ENSMUSG00000029186.12",170,156,245,205,246,109,211,246
"ENSMUSG00000029188.14",1,0,6,0,0,0,0,0
"ENSMUSG00000029189.10",163,160,251,211,155,94,206,197
"ENSMUSG00000029190.19",412,448,701,449,505,267,552,563
"ENSMUSG00000029191.16",4628,4107,4080,3842,3527,2476,3334,3797
"ENSMUSG00000029192.17",1186,1368,1801,1659,1958,1127,1985,2720
"ENSMUSG00000029193.7",90,237,174,369,286,145,225,553
"ENSMUSG00000029195.10",2,0,0,7,1,1,1,3
"ENSMUSG00000029196.9",145,167,326,279,245,154,331,503
"ENSMUSG00000029198.3",7289,5117,3903,6183,7060,4957,5067,7059
"ENSMUSG00000029199.11",1466,1016,1339,1401,1381,1053,1262,1693
"ENSMUSG00000029201.14",3658,5072,3398,5078,4677,2719,3259,5169
"ENSMUSG00000029202.12",871,1078,1092,1089,895,510,941,955
"ENSMUSG00000029203.16",4032,3086,4175,4219,4570,3499,4134,4934
"ENSMUSG00000029204.7",2,7,0,0,4,0,0,0
"ENSMUSG00000029205.12",50,11,55,105,32,21,23,41
"ENSMUSG00000029206.13",11,23,13,11,17,16,11,9
"ENSMUSG00000029207.16",1451,1682,1895,1843,1615,991,1746,2301
"ENSMUSG00000029208.16",141,161,252,250,185,149,179,219
"ENSMUSG00000029209.15",923,687,697,780,1004,677,864,952
"ENSMUSG00000029211.11",6,10,4,9,10,5,8,36
"ENSMUSG00000029212.11",6,8,15,6,3,5,10,6
"ENSMUSG00000029213.11",3232,2745,2293,4064,3927,2746,2799,4222
"ENSMUSG00000029217.16",81,100,73,127,161,75,116,170
"ENSMUSG00000029219.10",15,21,44,25,22,3,11,39
"ENSMUSG00000029221.15",1133,1020,2231,1586,1258,1113,2142,1726
"ENSMUSG00000029223.12",24171,16216,28256,23239,25614,21426,31142,37259
"ENSMUSG00000029227.15",1289,1329,1917,1609,1657,1124,1864,1563
"ENSMUSG00000029228.15",69,92,66,122,198,69,111,207
"ENSMUSG00000029229.8",529,399,1036,636,562,475,745,783
"ENSMUSG00000029231.15",501,715,402,483,200,150,192,337
"ENSMUSG00000029233.15",126,104,259,120,163,107,159,164
"ENSMUSG00000029234.13",622,518,628,534,357,304,352,430
"ENSMUSG00000029235.14",0,0,0,0,0,0,0,0
"ENSMUSG00000029236.4",1,4,0,6,3,5,2,2
"ENSMUSG00000029238.11",182,335,434,471,251,226,312,240
"ENSMUSG00000029245.16",392,449,1122,924,556,380,630,649
"ENSMUSG00000029246.14",660,759,569,684,713,472,578,731
"ENSMUSG00000029247.17",6446,7494,5536,6871,8303,4753,6155,8775
"ENSMUSG00000029248.14",7,11,4,8,3,6,1,10
"ENSMUSG00000029249.15",1814,2635,3010,2282,2268,1500,2634,2744
"ENSMUSG00000029250.5",1213,1638,943,1365,1203,860,1068,1353
"ENSMUSG00000029253.12",1032,1142,836,1173,1067,651,775,1208
"ENSMUSG00000029254.16",0,0,2,1,1,0,0,0
"ENSMUSG00000029255.8",0,0,0,0,0,0,0,0
"ENSMUSG00000029260.15",7,6,7,3,8,0,1,6
"ENSMUSG00000029263.15",26,33,58,32,46,27,32,60
"ENSMUSG00000029265.4",439,406,1075,761,683,486,812,837
"ENSMUSG00000029267.17",2375,2069,3270,3376,2701,2157,2479,3014
"ENSMUSG00000029268.14",0,0,0,0,0,0,0,0
"ENSMUSG00000029269.11",0,0,0,0,3,0,0,0
"ENSMUSG00000029270.10",198,220,164,272,185,102,172,226
"ENSMUSG00000029272.8",1,3,0,1,7,0,0,0
"ENSMUSG00000029273.10",0,0,0,0,0,0,0,0
"ENSMUSG00000029275.17",36,38,45,53,36,37,48,51
"ENSMUSG00000029276.13",768,933,669,999,1009,607,644,813
"ENSMUSG00000029279.15",82,101,187,188,132,116,133,192
"ENSMUSG00000029280.13",0,0,0,0,0,0,0,0
"ENSMUSG00000029281.13",0,0,0,0,0,0,0,0
"ENSMUSG00000029282.3",0,0,0,0,0,0,0,0
"ENSMUSG00000029283.17",228,305,294,446,362,203,292,448
"ENSMUSG00000029286.12",0,0,0,0,0,0,0,0
"ENSMUSG00000029287.14",38,112,61,89,46,21,27,44
"ENSMUSG00000029288.11",0,0,0,0,0,0,0,0
"ENSMUSG00000029290.12",933,1115,2043,1974,2109,842,2176,2012
"ENSMUSG00000029291.11",4229,3601,5310,5222,4356,3490,5278,6106
"ENSMUSG00000029298.15",18,17,12,18,13,4,12,17
"ENSMUSG00000029299.14",0,4,1,0,1,0,0,0
"ENSMUSG00000029304.14",4106,2853,4974,4165,4299,2397,2482,4514
"ENSMUSG00000029306.8",2,3,6,0,9,1,2,0
"ENSMUSG00000029307.7",0,4,3,0,0,0,1,0
"ENSMUSG00000029309.7",904,691,658,787,773,499,750,639
"ENSMUSG00000029310.13",978,715,1061,685,1086,664,1373,1245
"ENSMUSG00000029311.16",93,50,62,59,64,46,53,54
"ENSMUSG00000029312.12",381,312,495,362,394,231,623,474
"ENSMUSG00000029313.18",49,96,93,88,91,39,118,98
"ENSMUSG00000029314.14",3,0,2,3,6,1,1,0
"ENSMUSG00000029319.8",400,261,917,378,420,347,649,480
"ENSMUSG00000029320.11",5,3,17,2,7,10,4,20
"ENSMUSG00000029321.1",0,3,0,4,0,0,0,0
"ENSMUSG00000029322.12",4,18,9,13,10,10,8,5
"ENSMUSG00000029326.13",889,900,592,1014,1151,661,1057,1408
"ENSMUSG00000029328.15",6638,5536,6827,6093,6998,4486,5637,8498
"ENSMUSG00000029330.8",48,65,104,82,69,61,121,83
"ENSMUSG00000029331.3",0,0,0,0,0,0,0,0
"ENSMUSG00000029334.14",356,639,416,386,279,153,324,496
"ENSMUSG00000029335.5",54,105,67,92,28,12,24,46
"ENSMUSG00000029337.2",127,229,203,281,194,198,181,277
"ENSMUSG00000029338.13",105,112,155,150,96,58,94,93
"ENSMUSG00000029343.17",0,4,0,2,0,0,0,2
"ENSMUSG00000029344.14",106,93,133,196,148,54,147,168
"ENSMUSG00000029345.13",493,673,568,510,610,334,759,856
"ENSMUSG00000029346.12",46,45,129,37,69,54,156,72
"ENSMUSG00000029348.11",206,158,441,251,214,164,466,356
"ENSMUSG00000029352.14",17,13,16,5,24,12,14,13
"ENSMUSG00000029359.13",10,5,26,9,17,7,18,13
"ENSMUSG00000029360.3",0,0,0,0,0,0,0,0
"ENSMUSG00000029361.18",81,64,157,199,153,85,163,202
"ENSMUSG00000029363.14",700,660,932,1376,1802,555,1212,1498
"ENSMUSG00000029364.15",830,711,1514,1001,1159,729,1811,1482
"ENSMUSG00000029366.10",593,1131,980,1424,1278,687,875,1387
"ENSMUSG00000029368.10",1,5,20,7,1,0,0,0
"ENSMUSG00000029369.17",0,0,0,0,1,3,0,0
"ENSMUSG00000029370.10",207,207,177,151,239,106,167,176
"ENSMUSG00000029371.7",3,3,1,5,0,0,0,0
"ENSMUSG00000029372.7",0,0,6,0,0,1,0,0
"ENSMUSG00000029373.7",25,12,11,27,20,14,8,13
"ENSMUSG00000029375.6",0,0,1,0,0,0,0,0
"ENSMUSG00000029376.8",557,464,980,684,550,545,853,935
"ENSMUSG00000029377.5",0,0,0,0,0,0,0,0
"ENSMUSG00000029378.5",0,0,0,0,0,0,0,2
"ENSMUSG00000029379.10",0,1,3,0,0,0,3,0
"ENSMUSG00000029380.11",0,10,4,0,4,3,0,9
"ENSMUSG00000029381.15",172,200,326,193,242,166,224,310
"ENSMUSG00000029384.5",12,3,9,19,21,13,6,14
"ENSMUSG00000029385.14",597,635,1427,885,837,609,1053,857
"ENSMUSG00000029386.15",210,213,193,278,308,140,227,422
"ENSMUSG00000029387.10",2442,2913,1702,3153,3795,1948,2348,3870
"ENSMUSG00000029388.14",3350,2876,2111,2846,3724,2287,3164,4275
"ENSMUSG00000029389.17",798,579,883,575,784,543,738,947
"ENSMUSG00000029390.13",1700,1485,2709,1983,1799,1313,1846,1887
"ENSMUSG00000029392.12",340,306,370,355,332,286,352,480
"ENSMUSG00000029394.11",4707,2896,6847,4418,4762,3556,5170,5149
"ENSMUSG00000029397.15",2109,1941,1569,2481,2666,1795,1813,2723
"ENSMUSG00000029401.8",474,399,513,546,660,422,547,920
"ENSMUSG00000029402.8",845,546,644,875,996,748,1083,1004
"ENSMUSG00000029403.14",239,180,230,264,153,175,194,309
"ENSMUSG00000029404.15",2027,1685,2486,2304,2874,1864,2404,2945
"ENSMUSG00000029405.16",2852,3097,3806,3827,3476,2258,3918,3454
"ENSMUSG00000029406.15",197,107,468,182,176,91,350,207
"ENSMUSG00000029407.10",746,876,1027,801,771,622,907,983
"ENSMUSG00000029408.13",67,58,43,9,85,24,65,75
"ENSMUSG00000029409.7",0,0,1,0,0,0,0,0
"ENSMUSG00000029410.11",2,0,0,0,2,0,2,6
"ENSMUSG00000029413.14",42,30,42,49,65,37,36,75
"ENSMUSG00000029414.11",108,230,90,108,91,44,85,86
"ENSMUSG00000029415.4",807,932,665,616,655,522,754,655
"ENSMUSG00000029416.17",147,173,181,136,128,108,155,221
"ENSMUSG00000029417.9",0,0,2,0,0,0,0,0
"ENSMUSG00000029419.8",0,0,0,0,0,0,1,0
"ENSMUSG00000029420.12",115,56,135,50,108,44,110,119
"ENSMUSG00000029422.14",4927,4381,5722,5756,5019,4187,5034,5460
"ENSMUSG00000029423.10",0,0,0,0,0,1,2,6
"ENSMUSG00000029426.8",421,468,613,461,327,290,410,511
"ENSMUSG00000029427.11",603,711,1012,1114,968,590,861,1299
"ENSMUSG00000029428.13",463,499,915,687,623,482,1097,1012
"ENSMUSG00000029430.13",24170,20172,20654,24905,32628,18224,23040,31698
"ENSMUSG00000029431.5",1,0,2,0,1,3,0,1
"ENSMUSG00000029432.12",1861,4193,3156,5617,4958,2542,4614,7007
"ENSMUSG00000029433.14",3986,3114,3075,3502,4214,2489,3952,4744
"ENSMUSG00000029434.12",636,1014,997,1259,1051,660,1089,1599
"ENSMUSG00000029436.9",12,3,17,23,16,11,24,6
"ENSMUSG00000029437.12",0,0,0,0,0,0,0,0
"ENSMUSG00000029438.9",1771,1605,2584,2046,2216,1499,2946,3291
"ENSMUSG00000029439.14",661,561,1393,769,837,541,1112,1224
"ENSMUSG00000029440.15",1302,1049,1151,1457,1647,1214,1663,2175
"ENSMUSG00000029442.18",65,74,91,174,137,116,87,102
"ENSMUSG00000029445.13",0,0,1,1,3,0,0,0
"ENSMUSG00000029446.14",2228,1630,1380,2026,2779,1826,1564,2542
"ENSMUSG00000029447.11",8484,8660,8367,9984,10952,6678,7934,10765
"ENSMUSG00000029449.11",23,59,39,62,89,54,58,93
"ENSMUSG00000029451.14",0,0,0,0,0,0,0,0
"ENSMUSG00000029452.18",21,10,9,15,28,23,26,38
"ENSMUSG00000029454.15",1,0,1,5,3,3,2,2
"ENSMUSG00000029455.14",1114,1031,1128,1140,1587,641,1987,1989
"ENSMUSG00000029456.12",34,39,16,46,36,31,48,89
"ENSMUSG00000029458.14",398,554,842,595,606,362,827,811
"ENSMUSG00000029461.16",1847,1805,2917,2250,2293,1468,3027,2809
"ENSMUSG00000029462.18",8945,5722,5242,7189,7020,5569,5583,7982
"ENSMUSG00000029463.5",632,403,513,891,1024,418,884,1490
"ENSMUSG00000029464.10",1375,1377,818,1163,1576,1052,993,1884
"ENSMUSG00000029465.14",8748,5397,5246,5767,7046,6475,6710,7747
"ENSMUSG00000029466.11",771,876,828,872,1071,689,1082,1167
"ENSMUSG00000029467.15",847,856,1049,735,625,420,746,851
"ENSMUSG00000029468.17",19,8,10,20,3,4,9,9
"ENSMUSG00000029469.14",1243,1192,1215,1263,1320,906,1093,1342
"ENSMUSG00000029470.15",63,55,39,96,94,42,72,129
"ENSMUSG00000029471.13",316,130,484,195,204,209,322,319
"ENSMUSG00000029472.13",3944,5095,6789,5954,6235,3618,8485,8225
"ENSMUSG00000029474.7",1726,1736,1370,2163,2184,1542,1583,2521
"ENSMUSG00000029475.17",423,609,848,761,864,470,1042,1307
"ENSMUSG00000029477.14",6,0,1,4,0,3,5,8
"ENSMUSG00000029478.16",316,305,558,334,314,194,432,388
"ENSMUSG00000029480.13",261,389,413,448,451,230,469,723
"ENSMUSG00000029482.4",407,477,532,617,704,402,682,723
"ENSMUSG00000029484.12",156,183,117,138,44,56,68,109
"ENSMUSG00000029486.13",933,769,802,994,807,529,697,913
"ENSMUSG00000029490.3",1,2,2,0,0,1,1,0
"ENSMUSG00000029491.7",0,0,0,0,0,0,0,0
"ENSMUSG00000029499.11",97,71,115,101,153,99,94,138
"ENSMUSG00000029500.16",127,127,79,160,199,124,194,345
"ENSMUSG00000029501.14",386,511,359,406,305,190,260,349
"ENSMUSG00000029502.14",605,700,916,685,690,492,831,986
"ENSMUSG00000029503.16",41,6,33,51,56,24,63,30
"ENSMUSG00000029504.5",248,186,280,165,243,196,276,288
"ENSMUSG00000029505.17",819,1091,861,596,654,435,796,781
"ENSMUSG00000029507.16",298,318,320,314,384,294,558,553
"ENSMUSG00000029510.15",4,6,6,11,7,9,5,14
"ENSMUSG00000029512.11",722,778,1321,975,1042,645,1700,1502
"ENSMUSG00000029513.14",401,465,803,583,821,391,855,1099
"ENSMUSG00000029516.19",940,2153,1329,1737,1481,693,1822,2699
"ENSMUSG00000029517.13",0,0,0,0,0,0,0,0
"ENSMUSG00000029518.15",802,682,1144,844,978,712,1037,1173
"ENSMUSG00000029521.7",195,198,183,215,255,156,111,245
"ENSMUSG00000029522.12",0,0,0,0,0,0,0,0
"ENSMUSG00000029524.16",212,255,131,301,274,197,203,370
"ENSMUSG00000029526.5",0,2,0,0,0,0,0,0
"ENSMUSG00000029528.18",277,288,480,332,395,257,455,499
"ENSMUSG00000029530.15",0,4,0,3,1,0,0,0
"ENSMUSG00000029534.17",108,161,181,223,268,151,147,226
"ENSMUSG00000029535.4",2990,1713,1737,2283,2675,1989,1908,2669
"ENSMUSG00000029536.8",1534,1644,1579,2162,2148,1270,1597,2751
"ENSMUSG00000029538.14",2415,1343,3615,2206,2561,1936,3088,2825
"ENSMUSG00000029541.12",0,0,0,0,0,0,0,0
"ENSMUSG00000029544.16",14,13,32,21,18,13,16,28
"ENSMUSG00000029545.13",347,435,343,489,574,287,417,660
"ENSMUSG00000029546.12",0,0,0,0,0,0,0,0
"ENSMUSG00000029547.10",505,399,463,377,368,237,453,593
"ENSMUSG00000029550.11",510,375,1168,459,653,520,857,712
"ENSMUSG00000029551.13",1557,958,1119,1271,1530,1133,1176,1374
"ENSMUSG00000029552.19",1263,1079,1723,1063,1759,1197,1551,2067
"ENSMUSG00000029553.10",0,1,1,2,3,1,0,0
"ENSMUSG00000029554.15",727,676,697,572,829,532,833,1068
"ENSMUSG00000029556.12",5,3,2,0,0,0,2,5
"ENSMUSG00000029557.7",550,403,378,447,482,407,479,766
"ENSMUSG00000029559.15",2062,1531,2435,2091,2453,1716,2399,2890
"ENSMUSG00000029560.12",198,279,323,283,319,178,390,483
"ENSMUSG00000029561.17",7,20,13,1,28,1,29,18
"ENSMUSG00000029563.16",668,948,1037,904,437,301,386,502
"ENSMUSG00000029564.12",0,1,0,0,0,0,0,0
"ENSMUSG00000029569.9",123,240,126,278,213,91,135,237
"ENSMUSG00000029570.5",30,18,87,30,52,25,60,60
"ENSMUSG00000029571.14",287,304,587,403,318,189,336,394
"ENSMUSG00000029575.17",347,441,501,446,633,372,742,807
"ENSMUSG00000029576.17",38,19,15,30,19,19,32,24
"ENSMUSG00000029577.13",922,1108,2114,1454,1464,941,2444,1975
"ENSMUSG00000029578.15",1383,1443,2991,1611,2008,1458,2915,2360
"ENSMUSG00000029580.14",122885,213875,192635,283008,255974,111663,370064,328118
"ENSMUSG00000029581.14",1668,1231,4098,2585,2288,1846,3448,3611
"ENSMUSG00000029586.9",0,0,0,0,0,0,0,0
"ENSMUSG00000029587.16",412,418,605,527,562,331,606,846
"ENSMUSG00000029591.14",365,244,579,410,520,284,563,579
"ENSMUSG00000029592.11",205,158,318,211,191,144,336,270
"ENSMUSG00000029594.12",390,285,443,259,275,275,458,514
"ENSMUSG00000029595.9",0,0,0,0,0,1,0,1
"ENSMUSG00000029596.13",156,133,150,106,148,105,175,269
"ENSMUSG00000029597.14",0,0,0,0,0,2,0,0
"ENSMUSG00000029598.12",209,200,285,164,219,176,237,288
"ENSMUSG00000029599.13",264,313,398,287,408,241,440,638
"ENSMUSG00000029600.10",357,273,389,429,423,282,513,512
"ENSMUSG00000029601.13",34,12,3,17,42,32,41,41
"ENSMUSG00000029602.11",6,7,9,3,13,0,10,17
"ENSMUSG00000029603.15",293,164,435,303,301,239,403,412
"ENSMUSG00000029605.16",11,12,7,4,15,9,12,8
"ENSMUSG00000029607.14",8,16,7,0,3,1,16,3
"ENSMUSG00000029608.10",410,308,622,452,387,384,913,769
"ENSMUSG00000029610.13",1800,1092,1111,1445,1804,1170,1492,1675
"ENSMUSG00000029613.15",624,832,1246,1191,1320,624,1306,1432
"ENSMUSG00000029614.13",50333,29417,44116,37580,43683,33997,38611,51510
"ENSMUSG00000029616.9",1851,1463,1932,2023,2506,1207,2019,2659
"ENSMUSG00000029617.10",1169,833,1781,1226,1337,790,1692,1614
"ENSMUSG00000029618.13",1,0,0,0,0,0,0,4
"ENSMUSG00000029620.4",0,0,0,0,0,0,0,0
"ENSMUSG00000029621.14",7285,6468,6787,7760,8516,5739,7140,9979
"ENSMUSG00000029622.16",1160,1628,1054,1322,916,623,971,1641
"ENSMUSG00000029623.14",10949,5649,10075,7571,9463,9212,9939,8551
"ENSMUSG00000029624.10",168,263,139,250,247,120,223,271
"ENSMUSG00000029625.16",584,552,903,562,766,461,926,883
"ENSMUSG00000029627.12",307,350,440,448,485,282,448,542
"ENSMUSG00000029629.16",2193,1839,2748,1799,2063,1579,2277,2481
"ENSMUSG00000029630.15",0,0,0,0,0,0,0,0
"ENSMUSG00000029632.7",26728,13771,20226,18911,22921,20606,17497,22248
"ENSMUSG00000029633.9",68,226,61,195,206,85,110,288
"ENSMUSG00000029634.15",1295,1952,1630,2073,2206,1353,2314,2411
"ENSMUSG00000029635.15",869,663,1150,1029,971,583,1071,1187
"ENSMUSG00000029636.10",720,449,1089,877,765,558,1133,1142
"ENSMUSG00000029638.17",21,23,35,22,21,30,19,16
"ENSMUSG00000029640.17",558,588,1283,827,574,517,1091,1016
"ENSMUSG00000029641.8",191,190,224,301,269,255,284,318
"ENSMUSG00000029642.11",6404,3950,4681,5626,6637,4346,3972,6674
"ENSMUSG00000029644.7",0,0,0,0,0,0,0,0
"ENSMUSG00000029646.3",0,0,0,0,0,0,0,0
"ENSMUSG00000029647.15",660,1075,1488,1589,1349,834,1891,2207
"ENSMUSG00000029648.13",45,43,37,34,28,14,16,19
"ENSMUSG00000029649.10",23525,13076,15921,17277,21096,16485,17351,20273
"ENSMUSG00000029650.10",42,30,95,61,58,35,50,73
"ENSMUSG00000029651.16",1540,1201,2363,1606,1763,1418,2643,2717
"ENSMUSG00000029655.17",1138,1168,1582,1540,1148,808,1181,1386
"ENSMUSG00000029656.13",3,0,0,0,0,0,0,0
"ENSMUSG00000029657.15",1304,1214,1394,1268,1190,783,1001,1338
"ENSMUSG00000029658.17",24,11,16,15,24,12,11,26
"ENSMUSG00000029659.16",0,8,21,2,6,4,2,11
"ENSMUSG00000029660.10",40,25,53,38,26,23,23,25
"ENSMUSG00000029661.16",8505,9566,2163,1696,1049,671,1653,1591
"ENSMUSG00000029663.10",0,0,0,0,0,0,0,0
"ENSMUSG00000029664.10",5,0,3,0,0,0,0,0
"ENSMUSG00000029669.14",578,3031,1046,4033,3895,1220,1535,3372
"ENSMUSG00000029670.12",1102,1544,1057,1774,2122,1189,1670,2008
"ENSMUSG00000029671.15",3,2,12,1,0,12,1,2
"ENSMUSG00000029672.16",355,429,503,601,596,263,519,653
"ENSMUSG00000029673.17",5398,5535,10009,6548,6318,4458,8354,9302
"ENSMUSG00000029674.13",86,80,214,138,110,57,132,157
"ENSMUSG00000029675.12",164,167,125,79,50,37,68,190
"ENSMUSG00000029676.15",436,914,559,832,866,396,499,1087
"ENSMUSG00000029678.8",0,0,0,0,0,0,0,0
"ENSMUSG00000029679.7",0,0,0,0,0,0,0,0
"ENSMUSG00000029680.2",0,0,0,0,0,0,0,0
"ENSMUSG00000029681.12",376,419,583,494,816,393,826,920
"ENSMUSG00000029682.5",0,0,0,0,0,0,0,0
"ENSMUSG00000029683.7",0,0,0,2,0,0,0,0
"ENSMUSG00000029684.14",569,572,1252,811,739,586,923,975
"ENSMUSG00000029685.15",0,0,0,0,0,0,0,0
"ENSMUSG00000029686.15",1866,2152,2042,2038,2175,1289,2066,2538
"ENSMUSG00000029687.16",2305,1910,2348,2084,2373,1529,2220,2692
"ENSMUSG00000029695.13",10,23,9,21,40,15,19,28
"ENSMUSG00000029697.6",0,0,0,0,0,0,0,0
"ENSMUSG00000029699.13",87,95,122,87,140,86,155,102
"ENSMUSG00000029700.11",0,7,1,1,1,0,2,9
"ENSMUSG00000029701.15",1508,1171,1277,1201,1303,1006,1486,1668
"ENSMUSG00000029703.10",481,546,554,548,753,308,637,795
"ENSMUSG00000029705.17",1656,1820,2594,2463,3180,1814,2910,4105
"ENSMUSG00000029706.15",0,0,0,0,0,0,0,0
"ENSMUSG00000029707.6",0,0,0,0,0,0,0,0
"ENSMUSG00000029708.9",234,241,286,317,283,175,396,436
"ENSMUSG00000029710.15",427,501,466,361,383,253,407,448
"ENSMUSG00000029711.13",0,0,0,0,0,0,0,0
"ENSMUSG00000029712.14",1030,827,1030,1184,1333,969,1589,1930
"ENSMUSG00000029713.15",2791,2048,3981,2878,3257,2329,3878,4872
"ENSMUSG00000029714.11",565,812,879,1056,808,593,1231,1318
"ENSMUSG00000029715.5",2828,1591,2134,2255,2881,2281,2456,3119
"ENSMUSG00000029716.13",42,73,33,59,64,42,53,103
"ENSMUSG00000029718.14",537,545,164,222,183,142,178,376
"ENSMUSG00000029720.9",0,0,0,3,1,0,1,1
"ENSMUSG00000029722.15",162,143,271,278,260,124,226,284
"ENSMUSG00000029723.16",501,423,771,502,543,396,643,740
"ENSMUSG00000029725.10",105,52,203,125,130,84,238,181
"ENSMUSG00000029726.16",769,549,1192,607,930,589,1170,1138
"ENSMUSG00000029727.7",0,0,0,0,0,0,0,0
"ENSMUSG00000029729.12",1471,1463,2191,1887,1709,1262,2025,2658
"ENSMUSG00000029730.16",2112,2495,2225,2365,3164,1533,2693,2869
"ENSMUSG00000029735.17",110,178,102,112,240,129,131,226
"ENSMUSG00000029736.15",0,0,2,0,0,0,0,0
"ENSMUSG00000029752.12",1689,2235,1422,2401,2352,1464,1306,2125
"ENSMUSG00000029754.13",2,3,1,5,0,2,0,1
"ENSMUSG00000029755.10",18,45,30,78,46,27,38,49
"ENSMUSG00000029757.16",157,217,121,196,184,93,217,199
"ENSMUSG00000029759.9",126,124,18,27,25,18,23,80
"ENSMUSG00000029761.16",1923,2640,1629,1660,1051,978,1002,1621
"ENSMUSG00000029762.6",311,187,260,372,296,217,251,248
"ENSMUSG00000029763.17",1445,1785,1774,1228,1634,1040,1678,1652
"ENSMUSG00000029765.12",124,163,325,226,159,111,200,259
"ENSMUSG00000029766.7",0,0,0,0,0,0,0,0
"ENSMUSG00000029767.16",1669,2793,1786,2317,1761,1044,1658,2463
"ENSMUSG00000029769.16",537,435,1070,539,744,471,1180,1129
"ENSMUSG00000029771.12",25,20,10,31,14,17,10,17
"ENSMUSG00000029772.17",370,433,511,522,441,319,568,724
"ENSMUSG00000029775.14",863,808,1640,884,769,663,1524,1292
"ENSMUSG00000029776.11",787,934,1345,1356,1559,711,1324,1970
"ENSMUSG00000029777.10",2001,1355,2832,1557,1730,1495,2791,2511
"ENSMUSG00000029778.12",3,16,4,9,5,5,6,14
"ENSMUSG00000029780.14",704,747,963,941,821,531,801,1200
"ENSMUSG00000029781.7",4104,4333,3909,3371,3420,2102,4076,4367
"ENSMUSG00000029782.18",343,536,383,456,606,276,336,516
"ENSMUSG00000029784.13",2,3,10,9,12,9,7,17
"ENSMUSG00000029787.10",350,437,666,504,394,339,596,533
"ENSMUSG00000029788.13",3,2,1,0,9,0,1,0
"ENSMUSG00000029790.16",434,382,436,388,354,359,372,481
"ENSMUSG00000029797.13",5,15,17,26,7,0,11,10
"ENSMUSG00000029798.11",9,17,19,34,9,5,8,15
"ENSMUSG00000029802.13",252,308,215,217,189,92,111,253
"ENSMUSG00000029804.16",227,227,321,253,268,136,284,336
"ENSMUSG00000029810.15",2461,2145,1735,2109,2388,1638,1940,3011
"ENSMUSG00000029811.14",0,0,0,0,0,0,0,0
"ENSMUSG00000029813.8",0,0,0,0,0,0,0,0
"ENSMUSG00000029814.10",1316,1514,1764,1715,2367,1120,1803,2215
"ENSMUSG00000029815.12",137,87,175,116,138,96,205,184
"ENSMUSG00000029816.10",5,4,0,3,4,1,0,0
"ENSMUSG00000029817.11",1913,1555,2400,2238,2048,1616,1815,2175
"ENSMUSG00000029819.6",43,15,41,23,23,15,23,22
"ENSMUSG00000029821.15",1135,5324,2990,6636,5841,2047,4474,6451
"ENSMUSG00000029822.15",193,222,333,213,210,160,325,216
"ENSMUSG00000029823.16",1509,1358,2730,1634,1205,1094,1426,1633
"ENSMUSG00000029826.14",9,112,23,85,44,12,56,72
"ENSMUSG00000029828.4",42,35,27,66,51,18,31,39
"ENSMUSG00000029829.4",1,6,0,0,3,3,0,0
"ENSMUSG00000029830.15",46,70,89,108,137,40,101,124
"ENSMUSG00000029831.7",0,0,0,0,0,0,0,0
"ENSMUSG00000029832.16",39,42,33,17,43,22,50,20
"ENSMUSG00000029833.17",933,916,1458,1025,996,759,1081,1482
"ENSMUSG00000029836.15",37164,56625,38414,79184,70604,38218,64865,78340
"ENSMUSG00000029837.2",0,0,0,0,0,0,0,0
"ENSMUSG00000029838.11",8465,6935,6914,7264,7958,5409,6103,6122
"ENSMUSG00000029840.8",3613,4885,6621,7367,8007,3829,6939,8989
